	stat	logfc	pval	qval	initial_mean	final_mean	initial_mean_ori	final_mean_ori
ENSMUSG00000037992_LINE1624_Rara_D_N1	0.232835613961278	0.47734686262652326	2.7138249541075565e-37	1.0342899300619707e-36	0.4113572219993578	0.5766055478837718	-0.28064498	0.5116964
ENSMUSG00000042464_LINE1349_Hoxd4_I	-0.23246631721558075	0.5851023375132217	3.5443263246263316e-37	1.3414290603620491e-36	0.5617530363532416	0.3711317469726687	0.34140003	-0.6643516
ENSMUSG00000018604_LINE1794_Tbx3_D	0.23109558156386326	0.4788894587637188	9.509221528195937e-37	3.574155677839162e-36	0.40546632379216707	0.5690231383105885	-0.32052207	0.41845137
ENSMUSG00000017688_LINE1589_Hnf4g_I	0.2295849990518098	0.4441768074067406	2.8006250278700618e-36	1.0454387946501257e-35	0.44051394288666185	0.6029411500199253	-0.21232449	0.4852484
ENSMUSG00000004231_LINE1466_Pax2_D	0.22897853302042956	0.4964018683209425	4.3116288958581745e-36	1.5985290804372142e-35	0.39454961237447655	0.5606944402661934	-0.3547215	0.4175013
ENSMUSG00000037279_LINE1220_Ovol2_I	-0.22884713967027498	0.5495734083317618	4.733339660470066e-36	1.7430203479433688e-35	0.4967561672167207	0.33622702340366717	0.23656519	-0.48450345
ENSMUSG00000036144_LINE1302_Meox2_D	-0.22736839663430172	0.49318718301084086	1.347422415248711e-35	4.928491384634547e-35	0.6441268668817555	0.4547269427946344	0.63737166	-0.8869972
ENSMUSG00000020871_LINE1187_Dlx4_D	-0.22702399189170208	0.5441746075632387	1.717341489159131e-35	6.239674077278175e-35	0.5916450237530843	0.40259831422234643	0.40409952	-0.9266494
ENSMUSG00000019768_LINE1592_Esr1_D	0.2265546787432918	0.3979447607403337	2.3885655199241683e-35	8.620981512309083e-35	0.42858604699893915	0.5678939138735002	-0.28453174	0.39031515
ENSMUSG00000038765_LINE1320_Lmx1b_D	-0.2237345800065702	0.49862733225002953	1.7071739728544294e-34	6.12111720530042e-34	0.6405439709791649	0.4504419374368636	0.6684914	-0.8908872
ENSMUSG00000026610_LINE1613_Esrrg_D	0.223371176571225	0.34304315404482	2.19529871657354e-34	7.819854905441695e-34	0.44968998980767466	0.573084270445028	-0.14516743	0.4318895
ENSMUSG00000000435_LINE113_Myf5_I_N8	0.22322022370317138	0.5020551645155831	2.4367076346358743e-34	8.623413382315269e-34	0.4196340231499974	0.5984604163406148	-0.30205247	0.5162173
ENSMUSG00000000247_LINE1140_Lhx2_D	-0.2211818999495635	0.5548966869690085	9.893564783418387e-34	3.412653675293051e-33	0.6029737407405714	0.40725478217598043	0.52025837	-0.7007645
ENSMUSG00000019230_LINE1183_Lhx9_D	-0.2211818999495635	0.5548966869690085	9.893564783418387e-34	3.412653675293051e-33	0.6029737407405714	0.40725478217598043	0.52025837	-0.7007645
ENSMUSG00000039476_LINE1328_Prrx2_D_N4	-0.2211818999495635	0.5548966869690085	9.893564783418387e-34	3.412653675293051e-33	0.6029737407405714	0.40725478217598043	0.52025837	-0.7007645
ENSMUSG00000041730_LINE5890_Prrxl1_I_N48	-0.2211818999495635	0.5548966869690085	9.893564783418387e-34	3.412653675293051e-33	0.6029737407405714	0.40725478217598043	0.52025837	-0.7007645
ENSMUSG00000023411_LINE7035_Nfatc4_I_N10	-0.21920286228098915	0.41361371595974644	3.805272343519801e-33	1.296170892011432e-32	0.5055124084055577	0.37701606071752597	0.19395627	-0.4166724
ENSMUSG00000031902_LINE1661_Nfatc3_I	-0.21920286228098915	0.41361371595974644	3.805272343519801e-33	1.296170892011432e-32	0.5055124084055577	0.37701606071752597	0.19395627	-0.4166724
ENSMUSG00000025602_LINE372_Zfp202_D	-0.21881537121187364	0.49154195874092516	4.9461170857851167e-33	1.6743067153744648e-32	0.5743549448541108	0.40563092113962984	0.36945495	-0.44183698
ENSMUSG00000000093_LINE1787_Tbx2_D_N1	0.21860324535586187	0.4469275097737273	5.708377819056828e-33	1.9204110564110934e-32	0.41070018539250075	0.5634707740477746	-0.29008567	0.39567006
ENSMUSG00000001280_LINE281_Sp1_D	-0.21816615557583827	0.5472402034931437	7.666018413614259e-33	2.5631779358403503e-32	0.5402971120342094	0.3665836994869869	0.17383842	-0.50957346
ENSMUSG00000026586_LINE1226_Prrx1_D	-0.2175345242778044	0.5175008168761683	1.172550232106895e-32	3.896584612794254e-32	0.5851020022160013	0.4057269152575646	0.4160903	-0.8042451
ENSMUSG00000040033_LINE1785_Stat2_I	-0.21645698084883094	0.3409268694711701	2.4135020527049e-32	7.971870416510124e-32	0.5661167861853557	0.44486373727738715	0.2758803	-0.28721485
ENSMUSG00000038253_LINE1315_Hoxa5_D	-0.21638559513994443	0.4797482491031512	2.531384057587944e-32	8.310869345695358e-32	0.6286284217882989	0.4479621961030964	0.56570256	-0.76354206
ENSMUSG00000001493_LINE1146_Meox1_D	-0.21590765982048316	0.5179376634142919	3.4819740821811515e-32	1.1363328591549267e-31	0.6100059965716996	0.4229932412597493	0.46209958	-0.8340477
ENSMUSG00000000440_LINE1566_Pparg_I	0.2157519213819604	0.4493037864620483	3.8625527441813867e-32	1.2530305033207474e-31	0.43654727956289324	0.5997072578367503	-0.25007987	0.4821313
ENSMUSG00000052942_LINE1545_Glis3_I_N3	-0.21532436741986752	0.4597862619383585	5.13295680262498e-32	1.6553026375329078e-31	0.5703425901661138	0.41196359845892594	0.3396499	-0.39441943
ENSMUSG00000044167_LINE1080_Foxo1_D_N2	-0.21463906143665015	0.39038627680357385	8.086408483407299e-32	2.592407425562928e-31	0.5586776620141458	0.42385857954385225	0.32879314	-0.337216
ENSMUSG00000027544_LINE1659_Nfatc2_I	-0.21382743570397109	0.38472923664807274	1.382441705768272e-31	4.406027658735136e-31	0.4712493163716424	0.35859979143777976	0.17313306	-0.37595797
ENSMUSG00000012396_LINE1172_Nanog_D	-0.21352002749327798	0.578980865458071	1.6928038022601765e-31	5.363826001347652e-31	0.5823213391783969	0.38652152844123844	0.49625957	-0.5994258
ENSMUSG00000038418_LINE467_Egr1_D_N3	-0.21236198168102696	0.6385764562203837	3.6202162427267986e-31	1.140472746986188e-30	0.549016721573943	0.3490824097897638	0.20315295	-0.6916326
ENSMUSG00000048938_LINE6860_Nr1h5_I_N1	0.21180006890115213	0.36236640210030446	5.226635381998211e-31	1.6277235903937286e-30	0.41813478382871017	0.54038130037876	-0.27652445	0.31475878
ENSMUSG00000047638_LINE6853_Nr1h4_I_N1	0.21180006890115213	0.36236640210030446	5.226635381998211e-31	1.6277235903937286e-30	0.41813478382871017	0.54038130037876	-0.27652445	0.31475878
ENSMUSG00000020167_LINE64_Tcf3_D_N3	0.21088460567267023	0.4854995271474025	9.485967538093976e-31	2.9374160842393277e-30	0.4191210784989726	0.5907997845088453	-0.35042128	0.5376011
ENSMUSG00000078236_LINE1487_Pou3f1_D_N2	-0.21026251706958626	0.5254730401275528	1.4200235814851302e-30	4.372388993838395e-30	0.6152421881322174	0.42437530542875557	0.5157519	-0.87374955
ENSMUSG00000022556_LINE1490_Hsf1_I	-0.20887820052909326	0.39349616063289855	3.468913429449358e-30	1.0621111342976966e-29	0.542709726471732	0.410768248076208	0.20674436	-0.36084518
ENSMUSG00000030551_LINE1618_Nr2f2_D	0.2083712464127433	0.4230690997383071	4.8034874723079556e-30	1.4625143421272825e-29	0.41502241712944793	0.5598601998844265	-0.2832796	0.38400635
ENSMUSG00000039153_LINE1675_Runx2_I	0.20813536642940053	0.5042208498591443	5.5873437815990775e-30	1.6917235338730538e-29	0.40512180977859275	0.5787909842140885	-0.3419678	0.64552575
ENSMUSG00000048756_LINE1085_Foxo3_D	-0.2080175900095174	0.36402191579667764	6.02496189403772e-30	1.784567517527477e-29	0.5466547511955163	0.4225182175030155	0.24125303	-0.39762035
ENSMUSG00000027833_LINE1241_Shox2_D_N2	-0.20803221439226527	0.556854236466807	5.9688261891903604e-30	1.784567517527477e-29	0.6068990141291556	0.40935733897826715	0.57846415	-0.7058354
ENSMUSG00000039275_LINE1072_Foxk2_I	-0.2080175900095174	0.36402191579667764	6.02496189403772e-30	1.784567517527477e-29	0.5466547511955163	0.4225182175030155	0.24125303	-0.39762035
ENSMUSG00000056493_LINE1094_Foxk1_D_N2	-0.2080175900095174	0.36402191579667764	6.02496189403772e-30	1.784567517527477e-29	0.5466547511955163	0.4225182175030155	0.24125303	-0.39762035
ENSMUSG00000020919_LINE1783_Stat5b_I	-0.20718780401150252	0.33911814017888303	1.0235755240681672e-29	3.015398165498114e-29	0.5379705265799092	0.4231840602746208	0.23944955	-0.28463647
ENSMUSG00000026468_LINE1223_Lhx4_D_N2	-0.20654803549613912	0.48660692752831614	1.5378138827290216e-29	4.505960032727509e-29	0.608648715787962	0.431530627443526	0.51319695	-0.91766036
ENSMUSG00000029026_LINE1639_Trp73_D	-0.2049476312783464	0.4153587586010634	4.2321937184366814e-29	1.233446832378605e-28	0.621077152436054	0.4632024798688648	0.8362228	-0.30110618
ENSMUSG00000024955_LINE1608_Esrra_D_N1	0.20392521940932484	0.32528218544350784	8.044934817939895e-29	2.3321752530730015e-28	0.4585246753484884	0.5770190067944785	-0.13841473	0.41063628
ENSMUSG00000039521_LINE1073_Foxp3_I	-0.20378246542989156	0.37798567854023263	8.797371412665655e-29	2.4971705311993657e-28	0.5414232103570592	0.4143263632676505	0.25537083	-0.3908597
ENSMUSG00000023991_LINE1048_Foxp4_I	-0.20378246542989156	0.37798567854023263	8.797371412665655e-29	2.4971705311993657e-28	0.5414232103570592	0.4143263632676505	0.25537083	-0.3908597
ENSMUSG00000003154_LINE1043_Foxj2_D_N2	-0.20378246542989156	0.37798567854023263	8.797371412665655e-29	2.4971705311993657e-28	0.5414232103570592	0.4143263632676505	0.25537083	-0.3908597
ENSMUSG00000029563_LINE1049_Foxp2_D	-0.20378246542989156	0.37798567854023263	8.797371412665655e-29	2.4971705311993657e-28	0.5414232103570592	0.4143263632676505	0.25537083	-0.3908597
ENSMUSG00000056854_LINE1392_Pou3f4_D	-0.20373819415216807	0.524499793475379	9.044596729799039e-29	2.5540441542696768e-28	0.5922410262224361	0.40867802506019335	0.38740307	-0.71634096
ENSMUSG00000042903_LINE1078_Foxo4_D	-0.20314798400779543	0.358054360490389	1.3079329974125778e-28	3.674347853555953e-28	0.5603504855242006	0.4349966207363768	0.2966991	-0.37229615
ENSMUSG00000001444_LINE1790_Tbx21_I	0.20177002686161064	0.41418303767192627	3.0807666346175605e-28	8.61034777367472e-28	0.4236196644128009	0.5678172287323986	-0.23675981	0.4084646
ENSMUSG00000043219_LINE1351_Hoxa6_D	-0.20140371107994612	0.44525415161534454	3.864694844796759e-28	1.0746217808235886e-27	0.6146311083871037	0.44876339097486584	0.48994404	-0.66371804
ENSMUSG00000024560_LINE972_Cxxc1_I	-0.1994593057005919	0.4606269035017809	1.2779813582166456e-27	3.5355321838988414e-27	0.5183580365565922	0.37394215913409184	0.22638814	-0.41700578
ENSMUSG00000058756_LINE6865_Thra_I_N2	0.1989996082626276	0.38900332801835075	1.6925362396544183e-27	4.63533794277215e-27	0.42993665707300016	0.5660919684483926	-0.24112184	0.37974972
ENSMUSG00000021779_LINE6679_Thrb_I_N2	0.1989996082626276	0.38900332801835075	1.6925362396544183e-27	4.63533794277215e-27	0.42993665707300016	0.5660919684483926	-0.24112184	0.37974972
ENSMUSG00000032228_LINE109_Tcf12_D_N1	0.19892624764296504	0.4893158570107963	1.7700342661187835e-27	4.823343375173685e-27	0.4085308885606632	0.5775248844826342	-0.41258124	0.4540866
ENSMUSG00000028150_LINE1616_Rorc_I	0.1985717640560197	0.3855607402655441	2.1969861205386195e-27	5.95700216762959e-27	0.4354434379243036	0.5719128043292994	-0.19888842	0.4217954
ENSMUSG00000008496_LINE1472_Pou2f2_D_N1	-0.19585797133552466	0.5278322293770434	1.1333701677973334e-26	3.057855155690825e-26	0.5342198572692932	0.36746879121760345	0.23704696	-0.7060727
ENSMUSG00000022508_LINE341_Bcl6_D_N1	-0.1940311542501399	0.40595055515796946	3.374121699187383e-26	9.058602591414403e-26	0.5381330124141923	0.403697279789613	0.24085188	-0.3339528
ENSMUSG00000030507_LINE1269_Dbx1_D	-0.19385343835947835	0.47289109783373906	3.749732228440871e-26	1.0017666982844483e-25	0.6201615378056671	0.44404352548500153	0.56937706	-0.62603664
ENSMUSG00000040891_LINE3490_Foxa3_I_N47	-0.1921335457148164	0.3489959567945902	1.0359144441439393e-25	2.7540164490655948e-25	0.5813257126016499	0.4542677453836896	0.358145	-0.29645017
ENSMUSG00000059552_LINE1640_Trp53_D_N1	0.19037715505816427	0.3846639657644816	2.895448760927148e-25	7.660289197598522e-25	0.4396181112546025	0.5770014700331603	-0.21393272	0.37446174
ENSMUSG00000015843_LINE1580_Rxrg_D	0.1889346482234736	0.3685640547284449	6.684863220302897e-25	1.7600243744275742e-24	0.42733108798476516	0.5546238075457602	-0.25072786	0.31492302
ENSMUSG00000019982_LINE1529_Myb_D_N1	-0.187682761818597	0.4103753290359343	1.3743142380688463e-24	3.6009675949400055e-24	0.5008951456087604	0.37441160723175193	0.19131549	-0.36066467
ENSMUSG00000052135_LINE1091_Foxo6_D	-0.18666722548857984	0.33877634356679615	2.4568359278146635e-24	6.4065817256411076e-24	0.559617741375911	0.44040340615476714	0.29297394	-0.34677356
ENSMUSG00000002250_LINE1572_Ppard_I	0.18657432683072936	0.3042846119275711	2.590496442320985e-24	6.722955052690176e-24	0.4496130165851237	0.5575329946231263	-0.17944247	0.27914587
ENSMUSG00000038718_LINE1318_Pbx3_I	-0.18653987411679654	0.37961045760056505	2.64187540019041e-24	6.82380138911741e-24	0.5268328137597104	0.40263391431614626	0.13541998	-0.382057
ENSMUSG00000001661_LINE1154_Hoxc6_D	-0.18606343794613547	0.426720312499063	3.464908597631429e-24	8.907430121269475e-24	0.6026020351188298	0.4457459536136067	0.48185593	-0.6819408
ENSMUSG00000026398_LINE1611_Nr5a2_D_N1	0.18590087750968312	0.29613468679877153	3.800193128641731e-24	9.723498850280484e-24	0.4532898062202313	0.5588505312315957	-0.12464045	0.35789382
ENSMUSG00000034998_LINE2806_Foxn2_I_N8	-0.1851597319042655	0.3374292265387273	5.783959981303201e-24	1.4661665999117415e-23	0.5553770254505673	0.4374678507650054	0.2755012	-0.33809423
ENSMUSG00000032998_LINE1051_Foxj3_D_N3	-0.1851597319042655	0.3374292265387273	5.783959981303201e-24	1.4661665999117415e-23	0.5553770254505673	0.4374678507650054	0.2755012	-0.33809423
ENSMUSG00000018143_LINE177_Mafk_D	-0.18423529006260664	0.3726861879884274	9.742843372478246e-24	2.4582637212965943e-23	0.53758775190669	0.41292562910291547	0.2071354	-0.32740432
ENSMUSG00000031965_LINE1799_Tbx20_D	0.1839418096359401	0.36032758009701044	1.1490274997389748e-23	2.8858063933536465e-23	0.4330765779818931	0.5587850891608845	-0.24868605	0.29500288
ENSMUSG00000021604_LINE1196_Irx4_D	-0.18291605649780382	0.4441901458890935	2.0407777325131156e-23	5.101944331282789e-23	0.5645287374820073	0.4122767777572334	0.32009202	-0.5082277
ENSMUSG00000022809_LINE1605_Nr1i2_I	0.18258881263512663	0.31944677353053463	2.4494801432937175e-23	6.095738256141899e-23	0.45179232560505034	0.5662484524507219	-0.106539965	0.37414503
ENSMUSG00000000942_LINE1144_Hoxa4_D	-0.1825558913048353	0.4856317794315281	2.494831440150912e-23	6.180377885828395e-23	0.5867874058516713	0.41621616500859754	0.40399066	-0.6085008
ENSMUSG00000060601_LINE1635_Nr1h2_I	0.18238678685189408	0.3607807959231378	2.741210501287485e-23	6.729548302710267e-23	0.4376389782355911	0.5648224709107206	-0.16611752	0.38287297
ENSMUSG00000002108_LINE1571_Nr1h3_I	0.18238678685189408	0.3607807959231378	2.741210501287485e-23	6.729548302710267e-23	0.4376389782355911	0.5648224709107206	-0.16611752	0.38287297
ENSMUSG00000038151_LINE465_Prdm1_I	-0.1822045487450534	0.2855397829330309	3.0337212253719995e-23	7.414251425236501e-23	0.5339548075886896	0.4362793376838757	0.23346482	-0.18471336
ENSMUSG00000029135_LINE202_Fosl2_D	0.1816551715897782	0.40268837067921354	4.1156604453936534e-23	1.0013548851515808e-22	0.39434878490609865	0.5245365678913771	-0.35634202	0.2518645
ENSMUSG00000025912_LINE1535_Mybl1_D	-0.1806370026197518	0.40851999517619664	7.22483901561471e-23	1.7500165615600076e-22	0.5027103719985034	0.3762738700858484	0.21746103	-0.3450533
ENSMUSG00000015709_LINE54_Arnt2_D	0.18056329780074767	0.3749700119714905	7.52425490116206e-23	1.8144773987315585e-22	0.4401683852080402	0.5737840334615798	-0.19027148	0.42738438
ENSMUSG00000005583_LINE1508_Mef2c_I	-0.17848956392917079	0.31284896562392156	2.3418424258725114e-22	5.622485119385545e-22	0.552538208445995	0.4428716171357254	0.2830043	-0.1906912
ENSMUSG00000016477_LINE989_E2f3_D_N1	-0.17680093961408233	0.3925703278975837	5.843623912102362e-22	1.3968311544279769e-21	0.5259307382281768	0.39825660765867266	0.1709191	-0.36912733
ENSMUSG00000030067_LINE1050_Foxp1_D	-0.17513107726849128	0.3378154972751534	1.4306079066253545e-21	3.404721873846367e-21	0.5687741509917968	0.44794838196041953	0.33077726	-0.29180396
ENSMUSG00000038700_LINE1317_Hoxb5_D	-0.17507471057013332	0.41260533799860305	1.4742762002684631e-21	3.4933936049839666e-21	0.6007994438436364	0.4488725194531555	0.42759842	-0.60065866
ENSMUSG00000034551_LINE1289_Hdx_D	-0.17465878876784902	0.3267979057279475	1.839917296601886e-21	4.340930418389731e-21	0.49089467313754137	0.3893654045814905	0.036026888	-0.4042491
ENSMUSG00000028201_LINE1244_Lhx8_D_N2	-0.1730915019959851	0.3559351409398803	4.219239453717244e-21	9.911575440844388e-21	0.4903600649678818	0.38096284495676824	-0.01152502	-0.5064896
ENSMUSG00000032446_LINE1801_Eomes_D	0.17272025617878872	0.36259978985195057	5.129984371705112e-21	1.1999319667722257e-20	0.4301540854135219	0.5559240498968283	-0.2606754	0.28237548
ENSMUSG00000017861_LINE1526_Mybl2_D	-0.1720397384202392	0.3665930606778486	7.331925868488233e-21	1.7076494009940542e-20	0.49067678630804384	0.3783308992797823	0.15528403	-0.35458025
ENSMUSG00000038539_LINE592_Atf5_I_N2	0.17163285244929663	0.39261739620046926	9.070905057199752e-21	2.1036779813505807e-20	0.4111769988843343	0.5429097632514907	-0.21693535	0.48246142
ENSMUSG00000001657_LINE1153_Hoxc8_D	-0.17117409346097065	0.4011792699754093	1.152376940853474e-20	2.661209460869251e-20	0.6079138821874065	0.4579085255814044	0.4728011	-0.5541398
ENSMUSG00000035277_LINE1294_Arx_D_N1	-0.1706897581026747	0.45007725311911995	1.482586571390266e-20	3.409323550243438e-20	0.6111882033647253	0.4447120320456723	0.540328	-0.56623524
ENSMUSG00000020538_LINE66_Srebf1_D_N2	0.16914070308602952	0.3964948311309335	3.302459559845438e-20	7.562354874435981e-20	0.41731572998103855	0.5524782286891537	-0.28752735	0.31015906
ENSMUSG00000023994_LINE941_Nfya_I	-0.16912696011068087	0.3165767996833292	3.325895339136136e-20	7.584154643636795e-20	0.5131914752317281	0.4101085752470187	0.106892966	-0.32889357
ENSMUSG00000004661_LINE10_Arid3b_D	-0.1685581110472794	0.4375271780138865	4.454505060139758e-20	1.0115438574067367e-19	0.5836231268381022	0.42833081976125276	0.41234344	-0.43480745
ENSMUSG00000014303_LINE308_Glis2_D	-0.16824753493896213	0.4048718087736	5.222657527410546e-20	1.1810574076509324e-19	0.5238320855008386	0.3932051905830726	0.21797684	-0.36980543
ENSMUSG00000026628_LINE193_Atf3_D_N2	0.16806822436703095	0.37490060395191616	5.724290546553908e-20	1.289148077633008e-19	0.4021959096617239	0.5245151326431191	-0.3248705	0.25206324
ENSMUSG00000014704_LINE1175_Hoxa2_D_N2	-0.16798679469618608	0.4110306293221997	5.967536196782178e-20	1.3383980359038218e-19	0.5776820332746719	0.4319873757684358	0.37839362	-0.6070157
ENSMUSG00000038721_LINE1319_Hoxb7_D	-0.16712990129208552	0.40582547273452785	9.234934488241494e-20	2.0627210229883662e-19	0.60336664017437	0.4529717711861957	0.42021975	-0.59314543
ENSMUSG00000033713_LINE2782_Foxn3_I_N4	-0.16685526658987168	0.3030512437505463	1.0616975689867127e-19	2.361735408562279e-19	0.5463365161346535	0.44093095778813807	0.22927007	-0.31330577
ENSMUSG00000027168_LINE1468_Pax6_D	-0.16640738259892238	0.45947177878233264	1.3321547987131947e-19	2.9513185581247603e-19	0.5811073466122103	0.41988428527292726	0.44642138	-0.48142794
ENSMUSG00000026890_LINE1232_Lhx6_D	-0.16526284032062347	0.4833765466632893	2.3722477541786477e-19	5.234311846264628e-19	0.5576426637801369	0.3960356717579369	0.34481338	-0.5344068
ENSMUSG00000024561_LINE973_Mbd1_D	-0.16339102133510258	0.32874512553214863	6.041718517801801e-19	1.3277163678233795e-18	0.5222588661224158	0.41379981299021107	0.1574999	-0.2985182
ENSMUSG00000056648_LINE1391_Hoxb8_D	-0.16235134295363016	0.4242022817946107	1.010669021063073e-18	2.2121068934914646e-18	0.6001361295250403	0.4447043737721387	0.42050734	-0.53921294
ENSMUSG00000021255_LINE1599_Esrrb_D_N3	0.16116259769546723	0.2876287836785444	1.812573110165733e-18	3.9514093801612976e-18	0.44968152596743316	0.5511021616716675	-0.1706999	0.27995062
ENSMUSG00000003282_LINE289_Plag1_I	-0.16066801522039573	0.41532292942766286	2.3082239427384073e-18	5.011880672479808e-18	0.5416015290419068	0.4036193061316279	0.21138403	-0.39013186
ENSMUSG00000026491_LINE29_Ahctf1_D	-0.16047223769911562	0.21813032784867126	2.5394691938924894e-18	5.492105994727804e-18	0.5484654979726462	0.47010096168256005	0.31166002	-0.045348182
ENSMUSG00000043099_LINE505_Hic1_D_N2	-0.15918612125344256	0.3392309732972101	4.740744250923159e-18	1.0212275165032101e-17	0.5270481558240975	0.4145164572022874	0.21078008	-0.2736974
ENSMUSG00000037621_LINE124_Atoh8_I	0.15825215405186588	0.38584976161602463	7.435598647169583e-18	1.5954335679950483e-17	0.42216731322331147	0.5546824212169846	-0.23599277	0.38228586
ENSMUSG00000055435_LINE664_Maf_I_N4	0.1580042219387775	0.3262625934702434	8.375433451090098e-18	1.7900436199388638e-17	0.4174973976305349	0.5259796520357896	-0.2563521	0.22956675
ENSMUSG00000029705_LINE1260_Cux1_D	0.15712507212918178	0.4183427209540778	1.2753561320428083e-17	2.7151136404817598e-17	0.38267194116285413	0.51476344783172	-0.40111083	0.21822159
ENSMUSG00000033249_LINE1491_Hsf4_I	-0.15710570293478046	0.32229266022998	1.2871917400030337e-17	2.729647853313826e-17	0.5267712063955154	0.41930846625817664	0.18191858	-0.2757898
ENSMUSG00000079509_LINE916_Zfx_D_N1	0.15694807500893507	0.2975961039552196	1.3876261572069593e-17	2.9312257972007474e-17	0.4505190514795071	0.5560215357642502	-0.123431884	0.3426787
ENSMUSG00000018983_LINE991_E2f2_D	-0.15562961837262299	0.3440095238368003	2.5934718647045903e-17	5.4573056612509717e-17	0.5049816891960025	0.3957276466896311	0.13824129	-0.33569568
ENSMUSG00000042406_LINE225_Atf4_D_N1	-0.15535384687276188	0.36542807941592015	2.95389723734409e-17	6.191823055202035e-17	0.5225991107120467	0.40342394212401955	0.2515298	-0.2699022
ENSMUSG00000000317_LINE277_Bcl6b_D	-0.15189809099107066	0.28210033075546426	1.4787717973870852e-16	3.087856818298703e-16	0.5321876639032496	0.43589127130023114	0.17882663	-0.24545531
ENSMUSG00000037868_LINE463_Egr2_D_N2	-0.15178447034165135	0.5154796147906965	1.5582147361133545e-16	3.2413245464953366e-16	0.5266824375034957	0.3654417429529476	0.1460274	-0.5507945
ENSMUSG00000035158_LINE115_Mitf_D	0.15087174782793158	0.306831791394501	2.36896814820529e-16	4.909078482022369e-16	0.4528760965528753	0.5625722906568974	-0.15853482	0.34291923
ENSMUSG00000053477_LINE153_Tcf4_D	0.14989717348708276	0.38675740620363697	3.694760179087728e-16	7.627440521222771e-16	0.42862923013146653	0.5634864351827362	-0.30657864	0.37121657
ENSMUSG00000004043_LINE1782_Stat5a_I	-0.14795663701124084	0.24123112014380943	8.87453070313265e-16	1.8251393332857714e-15	0.5263857348396471	0.44379469676920386	0.15762514	-0.22747399
ENSMUSG00000057895_LINE676_Zfp105_D	-0.14774401279350982	0.22293545310464274	9.761956676857846e-16	2.000100146198318e-15	0.5829714235855084	0.4980699462156784	0.3345502	-0.08096376
ENSMUSG00000033454_LINE428_Zbtb1_D	-0.14490652658377298	0.3009920853096927	3.4366000340261724e-15	7.0147828409897525e-15	0.5107192807324886	0.41266473353604605	0.1399241	-0.27224788
ENSMUSG00000026826_LINE1615_Nr4a2_D	0.14481120115954924	0.26171903426557136	3.583482227257979e-15	7.28730527558059e-15	0.45054772380686864	0.5421536150992899	-0.11660283	0.27801403
ENSMUSG00000026663_LINE196_Atf6_I	0.1436975292219513	0.2725066295909446	5.831210845137318e-15	1.1770407076295696e-14	0.4253660556033123	0.5158807028446473	-0.22574542	0.17973563
ENSMUSG00000015461_LINE174_Atf6b_I	0.1436975292219513	0.2725066295909446	5.831210845137318e-15	1.1770407076295696e-14	0.4253660556033123	0.5158807028446473	-0.22574542	0.17973563
ENSMUSG00000071262_LINE33_Zfp957_I	-0.14009242900083527	0.2329002986619933	2.7475632201610135e-14	5.525542269327499e-14	0.5147269813399468	0.4365020119771121	0.14403221	-0.2030508
ENSMUSG00000020484_LINE179_Xbp1_D_N1	0.13907903966497717	0.30931451417106853	4.2176837244484786e-14	8.45087363906037e-14	0.4106711004836266	0.5112614700475923	-0.31253093	0.14558251
ENSMUSG00000002147_LINE1780_Stat6_D	-0.13728330596896193	0.23245713123676856	8.944393231402921e-14	1.785602311763587e-13	0.5418502667303599	0.4597260950992992	0.21277283	-0.14954521
ENSMUSG00000075394_LINE1433_Hoxc4_D	-0.13554286755152206	0.40549169530238227	1.8361397608091318e-13	3.6521758016094044e-13	0.5705363150552718	0.42829269125587827	0.32963425	-0.47374883
ENSMUSG00000019878_LINE1489_Hsf2_I	-0.13404707547444908	0.2426516385076181	3.381889283988176e-13	6.70228967190384e-13	0.5127023943433634	0.4317830689378553	0.16269961	-0.17066298
ENSMUSG00000019564_LINE13_Arid3a_D_N3	-0.13353968507489622	0.3428939160221619	4.1540015079441404e-13	8.202647905179553e-13	0.596910854673765	0.4685238088896642	0.42515898	-0.24562018
ENSMUSG00000051910_LINE1750_Sox6_D_N1	-0.13352257946455057	0.26947863898872787	4.1828428555843243e-13	8.229781069651469e-13	0.5181624316461053	0.4281737465119754	0.10345101	-0.2897893
ENSMUSG00000004842_LINE1469_Pou1f1_D_N3	-0.13144545942644137	0.37718947178470763	9.627010748214077e-13	1.887309661070745e-12	0.5507948860565209	0.4217761997012808	0.29007223	-0.5184096
ENSMUSG00000041287_LINE1736_Sox15_D	-0.1313356879965373	0.21927207061649817	1.005693397340948e-12	1.964526528855974e-12	0.5021873124133294	0.429968258777726	0.09100948	-0.23186655
ENSMUSG00000031706_LINE1668_Rfx1_D	-0.12990303502813702	0.2256535348805461	1.7727620162478578e-12	3.4505546387681514e-12	0.5430053705636187	0.4629343583920305	0.22339706	-0.12936597
ENSMUSG00000034957_LINE212_Cebpa_D	-0.1292328764118973	0.3103757919441842	2.3061348235766196e-12	4.472752593769601e-12	0.530607903045471	0.4259633358218397	0.28924116	-0.19824539
ENSMUSG00000051510_LINE237_Mafg_D	0.1292009061754043	0.2732456158373451	2.3351757620755042e-12	4.5130169869898925e-12	0.43082543163430387	0.5227479263726593	-0.21786904	0.19471174
ENSMUSG00000063972_LINE1636_Nr6a1_I	0.12872700450477356	0.24770015128373207	2.8101198033416344e-12	5.411714815622582e-12	0.46017204122146893	0.5482413157319823	-0.09743006	0.27335915
